low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day
0.01,0.53,10000,0.15,1.0,0.33,14.0,30.0,15.0,2.0,1.0,7220,0,23.0,251290,164.0,0.25,25890,8.0,47900,0.3,2230,0.45,1.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,9700,9.0,0.0,0,27790,0.0,1,1066.0,83.0,682.0,78.0,14.0,5.0,4.0,22.0,8.0,19.0,21.0,671.0,78.0,22.0,21.0,0.0,10.0,7.0,3.0,1.0,3.0,10.0,60.0,3.0,2.0,0.0,336.0,3000.0,74.0,3.0,3.0,5100.0,2500.0,17500.0,79.0,7.0,8.0,29100.0,12428.0,4.0,12.0
0.02,0.95,1000,0.92,0.37,0.49,20.0,22.0,39.0,2.0,1.0,15970,0,19.0,273170,177.0,0.3,75490,6.0,4540,0.05,1030,0.55,1.0,13.0,13.0,13.0,13.0,2.0,6.0,6.0,6.0,73011.0,3150,8.0,0.0,1250,25010,0.0,0,1615.0,83.0,544.0,80.0,16.0,10.0,4.0,21.0,2.0,9.0,14.0,492.0,78.0,70.0,57.0,9.0,26.0,10.0,16.0,2.0,5.0,34.0,98.0,69.0,4.0,6.0,348.0,2100.0,75.0,16.0,18.0,2800.0,1881.0,5000.0,82.0,10.0,12.0,18000.0,4730.0,11.0,3.0
0.0,0.74,8000,1.69,0.77,0.294,18.0,18.0,16.0,4.0,1.001138952164009,8980,0,30.0,257110,143.0,0.1,60150,7.0,17460,0.1,3570,0.25,1.0,16.0,17.0,16.0,30.0,0.0,1.0,1.0,2.0,45.0,9720,3.0,0.0,850,11270,0.0,0,1239.0,83.0,649.0,75.0,6.0,3.0,2.0,6.0,1.0,3.0,4.0,636.0,74.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,345.0,4900.0,76.0,1.0,1.0,4900.0,4900.0,7800.0,65.0,1.0,1.0,7800.0,7800.0,24.0,147.0
0.02,0.98,500,0.31,0.65,0.397,19.0,20.0,17.0,3.0,1.001138952164009,31060,0,26.0,179550,169.0,0.2,36140,8.0,8310,0.05,870,0.6,1.0,8.0,8.0,8.0,10.0,0.0,1.0,4.0,4.0,447413.0,3080,9.0,0.0,0,22050,0.0,0,1294.0,82.0,638.0,83.0,7.0,3.0,2.0,9.0,0.0,3.0,5.0,608.0,74.0,26.0,23.0,1.0,6.0,1.0,5.0,0.0,1.0,11.0,25.0,6.0,0.0,0.0,360.0,2300.0,75.0,5.0,6.0,2500.0,2200.0,3600.0,67.0,1.0,1.0,3600.0,3600.0,32.0,55.0
0.0,0.89,0,4.65,0.8,0.536,20.0,18.0,16.0,2.0,1.001138952164009,5230,0,20.0,600310,232.0,0.35,122960,8.0,2750,0.15,1520,0.45,1.0,11.0,11.0,11.0,11.0,0.0,0.0,7.0,7.0,55.0,1910,21.0,0.0,1000,24840,0.0,0,839.0,89.0,531.0,75.0,15.0,11.0,3.0,17.0,8.0,11.0,13.0,487.0,74.0,74.0,70.0,1.0,25.0,8.0,17.0,0.0,0.0,32.0,88.0,11.0,0.0,0.0,357.0,2400.0,74.0,17.0,18.0,6200.0,2358.0,13100.0,75.0,8.0,8.0,20400.0,8612.0,18.0,94.0
0.01,0.86,0,7.95,0.95,0.708,23.0,11.0,8.0,1.0,1.0,56380,0,21.0,483170,294.0,0.3,66560,7.0,11430,0.05,1290,0.5,1.0,11.0,11.0,11.0,11.0,0.0,2.0,2.0,3.0,604853.0,3440,5.0,0.0,1120,61650,0.0,0,733.0,82.0,639.0,72.0,11.0,5.0,5.0,11.0,0.0,0.0,5.0,615.0,75.0,55.0,55.0,0.0,16.0,7.0,9.0,0.0,0.0,16.0,73.0,3.0,0.0,0.0,359.0,1900.0,73.0,9.0,9.0,3000.0,1633.0,11700.0,80.0,7.0,8.0,20400.0,8014.0,90.0,143.0
0.04,0.96,0,11.32,0.63,0.261,16.0,21.0,15.0,3.0,1.001138952164009,16420,0,26.0,97610,118.0,0.35,11980,10.0,30,0.15,760,0.6,1.0,6.0,16.0,6.0,16.0,1.0,1.0,3.0,4.0,347342.0,2620,8.0,0.0,0,12270,0.0,0,1306.0,82.0,546.0,74.0,18.0,10.0,4.0,33.0,11.0,26.0,28.0,506.0,73.0,18.0,18.0,2.0,8.0,3.0,5.0,0.0,1.0,5.0,23.0,5.0,0.0,0.0,314.0,1400.0,71.0,5.0,5.0,2300.0,1620.0,1900.0,73.0,3.0,4.0,3000.0,2133.0,6.0,36.0
0.02,0.98,200,0.8,0.81,0.313,22.0,26.0,15.0,2.0,1.001138952164009,12390,0,17.0,116090,143.0,0.55,21770,7.0,410,0.4,1030,0.55,1.0,11.0,12.0,11.0,12.0,0.0,0.0,4.0,4.0,0.0,560,3.0,0.0,560,18910,0.0,0,717.0,84.0,652.0,65.0,12.0,3.0,4.0,20.0,3.0,5.0,9.0,616.0,74.0,37.0,37.0,0.0,12.0,6.0,6.0,0.0,0.0,11.0,61.0,2.0,0.0,0.0,353.0,1200.0,68.0,6.0,6.0,2300.0,1216.0,12100.0,78.0,6.0,6.0,18000.0,10050.0,23.0,122.0
0.01,0.99,15000,0.83,1.0,0.175,12.0,27.0,23.0,2.0,1.001138952164009,10470,0,8.0,26580,42.0,0.55,8220,4.0,2340,0.3,1060,0.55,1.0,23.0,23.0,23.0,25.0,0.0,2.0,2.0,2.0,353370.0,1230,2.0,0.0,0,4820,0.0,0,319.0,82.0,625.0,79.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,651.0,73.0,9.0,5.0,0.0,5.0,2.0,3.0,1.0,3.0,5.0,12.0,5.0,0.0,1.0,341.0,1500.0,71.0,3.0,3.0,1700.0,1200.0,13100.0,77.0,2.0,2.0,16800.0,10800.0,117.0,4.0
0.0,0.11,0,2.12,0.94,0.252,18.0,28.0,27.0,3.0,1.001138952164009,67380,0,29.0,713760,143.0,0.35,103870,9.0,1910,0.15,4970,0.2,3.0,3.0,28.0,3.0,28.0,1.0,0.0,0.0,1.0,605641.0,1930,6.0,0.0,1220,52280,0.0,0,1010.0,84.0,612.0,80.0,6.0,5.0,1.0,9.0,1.0,7.0,8.0,594.0,78.0,5.0,5.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,335.0,1200.0,72.0,1.0,1.0,1200.0,1200.0,34700.0,79.0,2.0,2.0,46800.0,23900.0,22.0,85.0
0.04,0.96,1900,0.84,0.64,0.243,18.0,30.0,17.0,2.0,1.0,3020,0,14.0,24750,78.0,0.6,9500,6.0,5660,1.0,850,0.6,1.0,2.0,30.0,0.0,30.0,0.6423290203327172,0.0,1.0,1.0,0.0,1310,3.0,0.0,0,3080,0.0,0,726.0,87.0,663.0,76.0,14.0,7.0,4.0,19.0,3.0,7.0,15.0,633.0,75.0,10.0,10.0,0.0,7.0,4.0,3.0,1.0,3.0,5.0,15.0,3.0,1.0,0.0,262.0,2200.0,73.0,3.0,3.0,3300.0,1633.0,4900.0,74.0,4.0,4.0,5100.0,4875.0,10.0,1.0
0.01,0.9,600,0.89,0.95,0.483,22.0,18.0,11.0,4.0,1.001138952164009,11010,0,18.0,501260,215.0,0.4,56120,5.0,16360,0.4,1540,0.45,1.0,5.0,18.0,5.0,18.0,0.0,1.0,18.0,18.0,0.0,2000,6.0,0.0,0,51730,0.0,0,633.0,90.0,548.0,78.0,7.0,2.0,3.0,9.0,3.0,4.0,5.0,498.0,77.0,83.0,70.0,11.0,25.0,7.0,18.0,2.0,6.0,30.0,88.0,70.0,2.0,0.0,355.0,2200.0,77.0,18.0,19.0,4900.0,2083.0,7000.0,80.0,7.0,8.0,25800.0,6942.0,4.0,27.0
0.03,0.97,1000,0.98,0.87,0.552,18.0,17.0,14.0,3.0,1.0,16670,0,27.0,320770,270.0,0.45,71030,7.0,3870,0.1,890,0.6,3.0,6.0,9.0,7.0,9.0,1.0,4.0,15.0,15.0,0.0,1260,12.0,0.0,100,20460,0.0,1,1020.0,82.0,530.0,73.0,23.0,14.0,8.0,29.0,4.0,15.0,21.0,485.0,78.0,60.0,54.0,6.0,22.0,9.0,13.0,1.0,3.0,30.0,80.0,28.0,1.0,0.0,358.0,1900.0,77.0,13.0,13.0,5000.0,1830.0,5100.0,79.0,9.0,10.0,15600.0,5544.0,3.0,8.0
0.01,0.69,0,0.23,0.73,0.675,16.0,20.0,9.0,4.0,1.001138952164009,2130,0,32.0,196200,313.0,0.4,34860,5.0,24940,0.15,1800,0.4,1.0,7.0,20.0,7.0,20.0,1.0,0.0,0.0,1.0,0.0,1540,2.0,0.0,720,23800,0.0,0,1394.0,82.0,657.0,79.0,9.0,3.0,2.0,13.0,6.0,8.0,12.0,640.0,76.0,30.0,30.0,0.0,10.0,6.0,4.0,1.0,5.0,7.0,39.0,0.0,2.0,0.0,358.0,2600.0,72.0,4.0,5.0,2800.0,2350.0,15800.0,81.0,6.0,7.0,26400.0,14600.0,10.0,24.0
0.01,0.99,1000,0.74,0.92,0.218,14.0,49.0,48.0,2.0,1.001138952164009,13930,0,11.0,86950,72.0,0.65,20890,6.0,310,1.0,1550,0.45,1.0,0.0,32.0,0.0,32.0,0.0,2.0,2.0,2.0,0.0,1010,4.0,0.0,0,6200,0.0,0,419.0,95.0,593.0,76.0,8.0,3.0,1.0,9.0,5.0,7.0,7.0,560.0,72.0,53.0,48.0,1.0,9.0,2.0,7.0,6.0,10.0,28.0,49.0,13.0,5.0,1.0,300.0,3000.0,71.0,7.0,9.0,4200.0,2200.0,4800.0,76.0,2.0,2.0,4800.0,4800.0,23.0,1.0
0.01,0.99,1000,0.76,0.62,0.733,21.0,13.0,7.0,4.0,1.001138952164009,18660,0,45.0,767760,445.0,0.25,73870,7.0,14050,0.1,1260,0.5,1.0,13.0,13.0,13.0,13.0,1.0,3.0,7.0,7.0,2327106.0,3480,9.0,0.0,310,18280,0.0,1,2301.0,82.0,539.0,73.0,15.0,7.0,7.0,19.0,1.0,2.0,7.0,483.0,74.0,93.0,81.0,4.0,34.0,11.0,23.0,0.0,1.0,26.0,106.0,25.0,0.0,0.0,356.0,2500.0,73.0,23.0,23.0,5000.0,2047.0,7300.0,77.0,11.0,11.0,13200.0,5563.0,-1.0,66.0
0.01,0.95,1000,1.18,1.0,0.513,23.0,39.0,18.0,3.0,1.0,22050,0,19.0,366500,216.0,0.75,67700,7.0,4550,0.2,1650,0.4,1.0,15.0,39.0,15.0,47.0,0.0,1.0,5.0,5.0,0.0,220,12.0,1.0,0,27340,0.0,0,646.0,82.0,611.0,77.0,13.0,5.0,5.0,16.0,6.0,9.0,13.0,582.0,76.0,83.0,78.0,4.0,29.0,12.0,17.0,1.0,4.0,24.0,97.0,21.0,1.0,0.0,359.0,2400.0,73.0,17.0,18.0,4900.0,2400.0,14600.0,79.0,12.0,12.0,45300.0,14550.0,20.0,0.0
0.03,0.97,300,0.55,0.75,0.313,16.0,28.0,26.0,3.0,1.001138952164009,5830,0,24.0,76690,135.0,0.45,14940,7.0,2640,0.3,800,0.6,3.0,7.0,19.0,7.0,19.0,0.0,3.0,4.0,4.0,734189.0,1530,3.0,0.0,690,1900,0.0,0,1029.0,82.0,550.0,75.0,10.0,7.0,3.0,15.0,2.0,7.0,10.0,494.0,79.0,18.0,14.0,3.0,9.0,6.0,3.0,1.0,3.0,9.0,18.0,11.0,1.0,0.0,305.0,1900.0,78.0,3.0,3.0,2300.0,1766.0,3700.0,79.0,6.0,7.0,8400.0,4516.0,16.0,27.0
0.04,0.96,500,1.37,0.52,0.344,21.0,28.0,26.0,2.0,1.0,9590,0,29.0,83350,172.0,0.4,21020,8.0,1990,0.1,580,0.65,3.0,8.0,11.0,8.0,11.0,0.0,1.0,3.0,3.0,1033811.0,1580,6.0,0.0,0,2650,0.0,0,1775.0,82.0,627.0,78.0,23.0,14.0,7.0,34.0,9.0,22.0,28.0,601.0,76.0,15.0,14.0,0.0,5.0,3.0,2.0,0.0,0.0,4.0,19.0,7.0,0.0,0.0,311.0,1900.0,72.0,2.0,2.0,2000.0,1850.0,15500.0,83.0,3.0,3.0,23400.0,12200.0,3.0,149.0
0.01,0.99,500,0.48,0.95,0.316,17.0,30.0,29.0,4.0,1.0,16730,0,18.0,177110,128.0,0.3,37810,7.0,2940,0.1,1190,0.5,1.0,8.0,11.0,8.0,11.0,0.0,3.0,6.0,6.0,215.0,2020,12.0,0.0,510,20670,0.0,1,633.0,85.0,535.0,73.0,5.0,2.0,2.0,5.0,0.0,1.0,1.0,489.0,80.0,48.0,37.0,3.0,14.0,4.0,10.0,0.0,0.0,12.0,45.0,34.0,0.0,3.0,352.0,1900.0,79.0,10.0,12.0,3100.0,1580.0,6500.0,79.0,4.0,4.0,8400.0,6900.0,63.0,101.0
0.01,0.99,6500,0.98,0.54,0.23800000000000002,15.0,29.0,21.0,3.0,1.0,8820,0,21.0,104610,134.0,0.7,16700,8.0,2190,1.0,1170,0.5,1.0,2.0,29.0,0.0,29.0,0.0,2.0,2.0,2.0,0.0,670,3.0,0.0,0,9800,0.0,0,1247.0,95.0,624.0,73.0,5.0,2.0,2.0,6.0,1.0,1.0,6.0,590.0,74.0,14.0,14.0,0.0,7.0,2.0,5.0,0.0,0.0,5.0,17.0,4.0,0.0,0.0,316.0,2000.0,73.0,5.0,5.0,2200.0,1700.0,6300.0,76.0,2.0,2.0,10200.0,7500.0,16.0,96.0
0.04,0.96,3000,0.14,0.69,0.13,20.0,49.0,27.0,2.0,1.0,12150,0,18.0,15650,55.0,0.65,6010,7.0,510,0.3,460,0.7,3.0,12.0,30.0,15.0,51.0,1.0,0.0,2.0,2.0,1984606.0,500,3.0,0.0,280,1090,0.0,0,846.0,82.0,609.0,67.0,3.0,0.0,3.0,5.0,0.0,1.0,2.0,588.0,78.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,78.0,1.0,1.0,4800.0,4800.0,34.0,125.0
0.04,0.96,2500,0.85,0.74,0.11,8.0,6.0,43.0,2.0,1.0,6250,0,17.0,740,46.0,1.0,0,9.0,4760,1.0,100,0.95,5.0,0.0,0.0,0.0,0.0,0.6423290203327172,0.0,6.0,6.0,155362.24492385786,0,0.0,0.0,0,0,0.0,0,807.0,139.0,642.0,78.0,8.0,7.0,1.0,10.0,1.0,3.0,9.0,621.0,79.0,14.0,14.0,0.0,5.0,3.0,2.0,1.0,1.0,2.0,18.0,3.0,1.0,0.0,326.0,2100.0,71.0,2.0,2.0,2300.0,1700.0,8200.0,82.0,3.0,3.0,19800.0,11300.0,14.0,-1.0
0.0,0.88,500,3.59,0.94,0.19699999999999998,16.0,33.0,22.0,2.0,1.001138952164009,9620,0,29.0,131720,129.0,0.6,15820,7.0,1110,0.65,1720,0.4,1.0,17.0,20.0,17.0,20.0,0.0,0.0,1.0,4.0,0.0,1130,2.0,0.0,0,13140,0.0,0,999.0,85.0,548.0,73.0,8.0,2.0,2.0,11.0,5.0,8.0,9.0,509.0,76.0,26.0,24.0,4.0,8.0,3.0,5.0,0.0,2.0,8.0,42.0,5.0,1.0,0.0,346.0,3400.0,74.0,5.0,5.0,4800.0,2460.0,23800.0,79.0,3.0,3.0,30000.0,13333.0,23.0,35.0
0.01,0.76,24600,0.48,1.0,0.444,21.0,23.0,16.0,3.0,1.0,33890,0,34.0,254200,251.0,0.4,28460,7.0,10680,0.2,1340,0.45,1.0,14.0,23.0,14.0,23.0,0.0,1.0,2.0,4.0,85524.0,1460,4.0,0.0,0,26000,0.0,0,1106.0,88.0,650.0,77.0,8.0,5.0,2.0,11.0,3.0,7.0,9.0,633.0,76.0,45.0,36.0,0.0,14.0,6.0,8.0,3.0,10.0,27.0,71.0,28.0,5.0,4.0,336.0,2500.0,75.0,8.0,8.0,4200.0,1937.0,10500.0,76.0,6.0,7.0,20400.0,9650.0,9.0,7.0
0.06,0.94,800,2.71,0.94,0.19,17.0,33.0,28.0,1.0,1.0,11000,0,15.0,35140,69.0,0.7,9330,8.0,1950,0.4,850,0.5,1.0,7.0,26.0,7.0,26.0,0.0,2.0,6.0,6.0,0.0,500,3.0,0.0,0,0,0.0,0,545.0,88.0,531.0,77.0,10.0,5.0,4.0,11.0,5.0,7.0,11.0,499.0,73.0,20.0,17.0,1.0,7.0,3.0,4.0,0.0,1.0,8.0,25.0,12.0,0.0,0.0,305.0,1300.0,70.0,4.0,4.0,2300.0,1350.0,8500.0,81.0,3.0,3.0,21600.0,8333.0,8.0,34.0
0.01,0.88,1000,0.99,0.47,0.491,21.0,31.0,20.0,2.0,1.001138952164009,24280,0,20.0,361150,194.0,1.0,38870,6.0,5280,1.0,1510,0.45,1.0,0.0,31.0,0.0,31.0,0.0,3.0,3.0,3.0,0.0,60,12.0,0.0,0,15430,0.0,1,1377.0,101.0,510.0,77.0,15.0,5.0,6.0,23.0,6.0,8.0,15.0,484.0,72.0,87.0,75.0,5.0,28.0,9.0,19.0,1.0,10.0,33.0,75.0,78.0,0.0,1.0,351.0,2100.0,70.0,19.0,19.0,5000.0,1947.0,3800.0,81.0,9.0,9.0,13200.0,4722.0,21.0,26.0
0.0,1.0,1500,0.21,1.0,0.45799999999999996,19.0,27.0,9.0,2.0,1.0,262320,0,17.0,62150,179.0,0.4,7840,6.0,65070,0.2,1330,0.45,3.0,15.0,22.0,15.0,24.0,0.0,3.0,3.0,6.0,1545282.0,2040,2.0,0.0,520,9310,0.0,0,578.0,85.0,544.0,76.0,13.0,8.0,5.0,24.0,5.0,19.0,23.0,513.0,82.0,21.0,20.0,1.0,12.0,7.0,5.0,1.0,8.0,9.0,23.0,7.0,2.0,0.0,355.0,2000.0,79.0,5.0,6.0,2800.0,1840.0,7500.0,84.0,7.0,8.0,15000.0,6814.0,13.0,11.0
0.0,1.0,1000,0.08,0.37,0.174,12.0,58.0,19.0,4.0,1.001138952164009,6570,0,21.0,23480,68.0,0.55,10040,5.0,3940,0.4,980,0.55,2.0,15.0,58.0,15.0,58.0,0.6423290203327172,1.0,1.0,1.0,309.0,1210,2.0,0.0,0,0,0.0,0,1798.0,82.0,650.0,80.0,18.0,10.0,3.0,21.0,6.0,14.0,19.0,619.0,77.0,15.0,14.0,0.0,8.0,5.0,3.0,0.0,1.0,9.0,18.0,1.0,1.0,0.0,266.0,1800.0,75.0,3.0,3.0,2200.0,1433.0,3800.0,81.0,5.0,6.0,7800.0,3640.0,9.0,63.0
0.13,0.71,0,3.59,0.64,0.41600000000000004,19.0,22.0,17.0,4.0,1.001138952164009,4950,0,49.0,272150,224.0,0.2,32300,7.0,4270,0.05,520,0.7,3.0,9.0,9.0,9.0,9.0,33.0,3.0,7.0,7.0,172.0,2750,27.0,0.0,0,11750,0.0,0,2398.0,82.0,503.0,75.0,15.0,6.0,3.0,20.0,4.0,12.0,13.0,475.0,76.0,51.0,44.0,4.0,15.0,7.0,8.0,4.0,7.0,17.0,65.0,16.0,4.0,5.0,349.0,1800.0,74.0,8.0,10.0,2300.0,1387.0,7900.0,79.0,7.0,8.0,14400.0,4914.0,11.0,1.0
0.01,0.99,200,0.22,0.83,0.42700000000000005,21.0,16.0,15.0,3.0,1.001138952164009,13000,0,25.0,178530,205.0,0.5,10930,7.0,2010,0.4,970,0.55,1.0,11.0,16.0,19.0,19.0,0.0,3.0,3.0,3.0,0.0,1120,6.0,0.0,0,4320,0.0,0,988.0,85.0,538.0,74.0,12.0,3.0,8.0,12.0,1.0,6.0,8.0,496.0,76.0,18.0,14.0,2.0,12.0,5.0,7.0,0.0,1.0,4.0,17.0,15.0,1.0,0.0,356.0,2000.0,76.0,7.0,9.0,2900.0,1785.0,3800.0,81.0,5.0,6.0,8400.0,2520.0,20.0,82.0
0.0,0.79,3000,0.97,0.66,0.33299999999999996,15.0,16.0,16.0,2.0,1.001138952164009,9250,0,19.0,386690,149.0,0.5,49340,5.0,6650,0.65,2160,0.35,1.0,16.0,16.0,16.0,16.0,0.0,0.0,5.0,5.0,1400294.0,1530,5.0,0.0,0,4080,0.0,0,960.0,93.0,676.0,71.0,8.0,6.0,1.0,9.0,3.0,7.0,8.0,657.0,73.0,39.0,39.0,0.0,12.0,2.0,10.0,1.0,1.0,10.0,42.0,1.0,0.0,0.0,350.0,3300.0,73.0,10.0,11.0,6000.0,2790.0,7800.0,85.0,2.0,2.0,7800.0,7800.0,4.0,17.0
0.01,0.99,1000,0.77,0.62,0.313,20.0,19.0,13.0,4.0,1.001138952164009,7790,0,41.0,202650,245.0,0.3,26560,4.0,2360,0.1,1030,0.55,1.0,6.0,19.0,6.0,19.0,1.0,0.0,0.0,2.0,646008.0,3340,5.0,0.0,0,12930,0.0,0,2084.0,84.0,678.0,79.0,11.0,2.0,5.0,14.0,4.0,6.0,14.0,677.0,76.0,19.0,19.0,0.0,11.0,5.0,6.0,1.0,3.0,10.0,44.0,0.0,4.0,0.0,313.0,1800.0,72.0,6.0,6.0,3300.0,1650.0,14200.0,77.0,5.0,6.0,19200.0,8760.0,23.0,12.0
0.01,0.62,200,0.93,0.84,0.55,24.0,17.0,9.0,3.0,1.0,186220,0,43.0,629610,331.0,0.2,76460,7.0,13440,0.05,1650,0.45,3.0,5.0,13.0,5.0,13.0,1.0,1.0,9.0,9.0,88.0,3350,8.0,0.0,740,81580,0.0,0,1630.0,84.0,549.0,69.0,7.0,5.0,2.0,15.0,1.0,8.0,12.0,514.0,74.0,40.0,36.0,4.0,15.0,11.0,4.0,0.0,6.0,20.0,43.0,24.0,1.0,0.0,349.0,1100.0,72.0,4.0,4.0,2300.0,1200.0,10500.0,76.0,11.0,12.0,27600.0,8318.0,19.0,45.0
0.01,0.93,3000,2.07,1.0,0.655,26.0,7.0,7.0,3.0,1.0,7970,0,31.0,554660,329.0,0.3,107170,7.0,10220,0.05,1250,0.5,1.0,4.0,7.0,5.0,7.0,0.0,2.0,21.0,21.0,259241.0,3700,12.0,0.0,940,72260,0.0,0,1000.0,82.0,533.0,74.0,24.0,10.0,11.0,38.0,0.0,12.0,27.0,505.0,76.0,89.0,63.0,5.0,34.0,11.0,23.0,2.0,3.0,39.0,75.0,51.0,0.0,2.0,357.0,1800.0,74.0,23.0,23.0,3000.0,1556.0,9400.0,78.0,11.0,13.0,13800.0,7809.0,39.0,2.0
0.0,1.0,0,0.57,0.58,0.195,8.0,15.0,54.0,3.0,1.001138952164009,8960,0,15.0,36530,54.0,1.0,0,5.0,1840,1.0,1280,0.5146666666666655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0,0,0.0,0,970.0,203.0,515.0,71.0,6.0,4.0,1.0,6.0,4.0,4.0,4.0,481.0,75.0,35.0,28.0,2.0,14.0,2.0,12.0,0.0,0.0,6.0,29.0,15.0,0.0,0.0,357.0,2000.0,75.0,12.0,12.0,2900.0,1625.0,4700.0,77.0,2.0,2.0,7800.0,4400.0,13.0,97.0
0.0,0.76,0,0.54,1.0,0.39399999999999996,18.0,24.0,13.0,3.0,1.001138952164009,35360,0,17.0,279510,159.0,0.3,30850,7.0,1900,0.1,1600,0.45,1.0,8.0,11.0,8.0,11.0,1.0,0.0,5.0,5.0,61.0,2000,8.0,0.0,200,37490,0.0,0,591.0,82.0,554.0,70.0,17.0,6.0,6.0,33.0,7.0,9.0,17.0,492.0,74.0,37.0,33.0,3.0,19.0,7.0,12.0,0.0,0.0,13.0,57.0,21.0,0.0,0.0,359.0,1500.0,73.0,12.0,13.0,2300.0,1350.0,9600.0,73.0,7.0,8.0,25200.0,8357.0,23.0,126.0
0.02,0.98,1500,0.67,1.0,0.37,19.0,20.0,20.0,2.0,1.0,20820,0,9.0,167800,100.0,0.25,51910,5.0,5390,0.05,1080,0.5,1.0,8.0,9.0,3.0,9.0,2.0,2.0,4.0,4.0,65.0,1480,12.0,0.0,190,29900,0.0,0,328.0,82.0,576.632584269663,75.99887640449438,11.97438202247191,6.02,3.7847191011235957,16.891235955056178,4.329438202247191,8.771910112359551,12.364269662921348,543.2059681400045,75.43863585371327,35.952210006730986,31.039937177473636,2.308952210006731,12.845411711913844,4.732331164460399,8.113080547453444,0.965896342831501,2.821853264527709,13.926856630020193,43.145613641462866,17.708548350908682,1.2243661655822302,1.3114202378281354,335.1599730760601,2089.2977339017275,71.99237155037021,8.113080547453444,8.685214269688132,3390.038142248149,1820.3578640341036,9187.00919901279,76.04262957146062,4.732331164460399,5.227507291900381,16153.690823423827,8007.6968813102985,24.112808988764044,55.18151222795603
0.02,0.98,0,0.81,0.45,0.16,15.0,124.0,41.0,2.0,1.001138952164009,12030,0,17.0,33480,63.0,0.4,9330,6.0,530,1.0,950,0.55,3.0,0.0,38.0,0.0,38.0,0.0,0.0,3.0,3.0,0.0,3600,4.0,0.0,0,11020,0.0,0,1218.0,84.0,682.0,78.0,13.0,5.0,3.0,14.0,5.0,8.0,12.0,670.0,77.0,17.0,15.0,0.0,7.0,2.0,5.0,1.0,1.0,9.0,15.0,7.0,1.0,1.0,290.0,1500.0,76.0,5.0,5.0,2300.0,1200.0,7200.0,83.0,2.0,2.0,7200.0,7200.0,23.0,18.0
0.05,0.95,2000,0.32,0.95,0.147,13.0,72.0,34.0,2.0,1.001138952164009,5970,0,20.0,34550,81.0,0.75,2560,5.0,830,1.0,1100,0.55,3.0,0.0,72.0,0.0,72.0,0.0,0.0,2.0,2.0,0.0,500,3.0,0.0,500,8730,0.0,0,700.0,90.0,529.0,77.0,9.0,3.0,2.0,11.0,3.0,5.0,7.0,490.0,73.0,11.0,8.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,342.0,1500.0,73.0,4.0,4.0,1800.0,1400.0,6900.0,75.0,1.0,1.0,6900.0,6900.0,23.0,178.0
